Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2022-01-11,Shawn,Electronics,Headphones,461.09,Christian Deleon,cruzmatthew@example.net,73792 Danielle Fort Apt. 587- New John- MH 97977,710.849.2338,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Sea,99,45647.91,77.79,45570.12,150,128,22
2022-09-26,NonExistentProduct,Electronics,Mobile,847.43,Shawn Esparza,robertfarmer@example.org,43781 Brandt Flat- South Allenfurt- WY 55201,(508)960-0458x125,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,and Sons,Ground,33,27965.19,221.55,27743.64,110,35,75
2022-07-24,Anthony,Books,Academic,69339.0,Amber Morton,,21968 Hancock Islands- Schroederhaven- TX 18957,+1-321-264-6189x645,Silver,Smith PLC,Lake Candiceton,459-301-8580,Inc,Sea,43,29815.77,45.96,29769.81,337,82,255
2021-10-30,Marvin,Clothing,Shirt,995.13,David Smith,,170 Gary Avenue- West Katherine- NC 80730,9003026265,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Ground,79,78615.27,249.62,78365.65000000001,486,221,265
12-13-2022,Pamela,Electronics,Headphones,65111.0,Jason Hanna,joseph19@example.org,94259 Robert Circles- Travistown- CT 70454,644-623-7045x3160,Bronze,Higgins-Sons,West Johnbury,230-568-4141,Group,Sea,28,18231.08,73.73,18157.35,395,356,39
2022-05-20,Martha,Books,Fiction,0.01,Randy Brown,davidwhite@example.net,780 Manuel Mountain- North Larry- OK 11528,001-662-563-1226x417,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,LLC,Ground,67,29017.7,77.53,28940.17,157,128,29
2023-09-28,NonExistentProduct,Electronics,Mobile,847.43,Susan Smith,reyesbrian@example.org,93424 Amanda Street Apt. 922- East William- TX 13932,977-503-7794,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Sea,81,68641.83,137.12,68504.71,220,43,177
09-27-2023,Robert,Electronics,Mobile,847.43,Christopher Hurley,turnerwendy@example.com,8626 Peterson Pine Apt. 122- West Tracy- NJ 59079,+1-524-415-7915x89639,Gold,White-Sons,West Scott,288-572-7043,Group,Sea,46,38981.78,151.3,38830.48,284,233,51
2023-08-19,Marvin,InvalidCategory,Shirt,99513.0,Christopher Barrera,james95@example.com,231 Nicole Plains Apt. 233- Sheliaside- SD 37815,001-863-986-5624,Bronze,Rodriguez- Winters-Perez,Irwinhaven,,Group,Ground,96,95532.48,272.45,95260.03,284,123,161
2022-09-07,Marvin,Clothing,Shirt,99513.0,Elizabeth Crawford,thompsondylan@example.org,01904 Miller Extension- North Paul- MT 74853,(586)338-3704x849,Gold,Smith PLC,Lake Candiceton,459-301-8580,PLC,Sea,77,76625.01,65.38,76559.62999999999,57,18,39
09-13-2023,Martha,Books,Fiction,433.1,Hunter Wood,halljames@example.com,98059 Marisa Mountains- Whiteton- VA 52280,493.347.4868x9482,Silver,Smith PLC,Lake Candiceton,459-301-8580,PLC,Air,94,40711.4,79.08,40632.32,396,294,102
2022-01-29,Tammy,Home & Garden,Furniture,431.82,Mrs. Sara Garrett,whitestanley@example.org,645 Cooper Square- West Tinachester- MD 50481,(744)404-6188x127,Gold,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,and Sons,Ground,81,34977.42,128.54,34848.88,307,190,117
11-25-2021,Shawn,Electronics,Headphones,46109.0,Dr. James Fitzpatrick DDS,thomaswilson@example.org,494 Thomas Burgs Apt. 614- Rileyhaven- AZ 13764,+1-919-468-9386x6597,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,PLC,Sea,37,17060.329999999998,19.58,17040.749999999996,385,171,214
2022-08-27,Anthony,Books,Academic,693.39,Curtis Lee,,PSC 3622- Box 2591- APO AP 08615,+1-649-553-6604x93368,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,PLC,Sea,2,1386.78,91.42,1295.36,445,393,52
2022-07-19,Amy,Home & Garden,Decor,364.01,David Cook,bdaniels@example.net,021 Johnson Club- Mcdonaldmouth- MI 37357,(572)720-0611x565,Gold,White-Sons,West Scott,288-572-7043,and Sons,Air,84,30576.84,96.6,30480.24,396,272,124
2022-09-23,Robert,Electronics,Mobile,847.43,Jorge Campbell,zcarlson@example.org,1784 Mitchell Inlet Apt. 459- Ellisview- MA 20067,001-523-884-0810,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,Group,Ground,3,2542.29,47.42,2494.87,129,42,87
2023-08-25,Elizabeth,Clothing,Shirt,0.01,Lawrence Daniels,patriciaporter@example.net,3289 Veronica Isle Apt. 445- Josephberg- WA 23617,851.508.1753,Gold,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,PLC,Sea,56,47050.64,229.82,46820.82,158,141,17
2023-09-02,Anthony,Books,Academic,693.39,Wesley Gordon Jr.,daniel77@example.org,Unit 0271 Box 7329- DPO AP 96282,766.620.8949x589,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Ltd,Ground,41,28428.99,88.49,28340.5,442,152,290
2022-12-06,Justin,Electronics,Headphones,660.05,Tammy Bernard,danielkrueger@example.org,815 Dean Forges Suite 734- South Sethmouth- WY 84950,4743314040,Silver,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,and Sons,Ground,86,56764.3,31.98,56732.31999999999,185,168,17
2022-04-10,Anthony,Books,Academic,693.39,John Nunez,torresshelly@example.org,PSC 6053- Box 3686- APO AP 99472,335-936-5762,Gold,White-Sons,West Scott,288-572-7043,Ltd,Sea,21,14561.19,94.64,14466.55,166,97,69
2023-06-28,Angela,Toys,Action Figures,386.57,Kent Washington,johnfinley@example.com,4964 King Mountain Apt. 217- North Michaelside- TN 42506,+1-757-507-6749,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,LLC,Ground,92,35564.44,103.32,35461.12,282,99,183
2022-07-26,Katie,Books,Non-fiction,99999.99,Michael Davis,craig87@example.com,USNV Cole- FPO AP 21744,865-587-9715x07137,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Sea,43,27610.73,6.86,27603.87,491,448,43
2023-09-18,Kristine,Electronics,Headphones,228.82,Tammy Davis,kimberly79@example.org,21001 Tabitha Camp- Lake Steven- DC 44398,(452)567-2221,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Air,10,2288.2,3.99,2284.21,280,148,132
2023-04-22,Nathaniel,Electronics,Camera,652.35,Meagan Peterson,epowell@example.net,25357 Blackwell Locks- Andreabury- MH 27857,9999921886,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Ltd,Sea,75,48926.25,137.17,48789.08,429,351,78
2022-07-01,NonExistentProduct,Books,Academic,951.53,Todd Greene,murphykathy@example.net,179 April Islands- Port Adrian- PR 42854,262-817-7651x973,Silver,Smith PLC,Lake Candiceton,459-301-8580,Inc,Sea,44,41867.32,153.48,41713.84,160,18,142
2022-07-01,Angela,Toys,Action Figures,386.57,Erin Fowler,usmall@example.com,523 Choi Canyon Suite 694- South Brettside- AK 67642,001-999-921-7931,Bronze,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,PLC,Air,55,21261.35,19.87,21241.48,422,78,344
2021-11-21,Elizabeth,Clothing,Shirt,840.19,Holly Murray,janice24@example.net,675 Paul Meadows Apt. 159- North Deborahmouth- MP 76952,592-810-5096x26063,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Sea,60,50411.4,203.45,50207.95,400,100,300
2022-12-22,Justin,Electronics,Headphones,660.05,Megan Martin,glennpaige@example.org,PSC 0589- Box 3168- APO AA 92803,(868)471-1293x718,Silver,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,PLC,Sea,9,5940.45,22.46,5917.99,372,329,43
2021-12-06,Nathaniel,Electronics,Camera,652.35,Christian Adams,garylloyd@example.net,8905 Mahoney Ports Apt. 407- North Zachary- SD 24335,409-583-6989x060,Gold,White-Sons,West Scott,288-572-7043,and Sons,Ground,64,41750.4,45.07,41705.33,317,216,101
2023-04-13,Wanda,Toys,Educational,26861.0,Ryan Mccarty,plee@example.org,2998 Fields Falls Suite 780- Port Tonya- FL 16636,9696102083,Bronze,Smith PLC,Lake Candiceton,459-301-8580,PLC,Ground,23,6178.030000000001,52.39,6125.64,145,35,110
2022-03-18,Angela,Toys,Action Figures,99999.99,Rhonda Gonzalez,tracie01@example.com,8060 Pena Isle- West Yesenia- WI 22401,514-922-9011,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Ground,90,34791.3,38.62,34752.68,391,314,77
2022-07-22,NonExistentProduct,InvalidCategory,Educational,268.61,Kenneth Grant,james75@example.com,46650 Skinner Inlet- Madelinehaven- DE 79458,7134229947,Gold,Soto-Rivera,West Denise,805-650-6257x5876,LLC,Ground,45,12087.45,57.04,12030.41,423,412,11
2021-11-23,Katie,Books,Non-fiction,0.01,Beth Hall,mckenzie54@example.org,65658 Michael Coves Apt. 909- New Barbaraland- GA 41557,001-318-517-3639,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,LLC,Ground,67,43021.37,2.88,43018.490000000005,320,34,286
2021-11-12,Fred,Books,Academic,InvalidPrice,Jeanette Gould,bvance@example.com,9575 Lawson Turnpike- Port Karla- MN 51746,5267324648,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,42,39964.26,173.49,39790.77,412,75,337
2021-11-01,Anthony,Books,Academic,693.39,Gina Knight,michellelin@example.net,1504 William Mountain Suite 393- New Emilyside- IA 44485,654-465-5338,Silver,Smith PLC,Lake Candiceton,459-301-8580,LLC,Ground,41,28428.99,165.27,28263.72,198,60,138
2023-06-08,Michael,Toys,Dolls,46.23,Jason Mclaughlin,maldonadostephanie@example.com,206 Savage Courts- Migueltown- HI 90764,(798)512-1951x6782,Silver,Brown-Miller,Seanfort,(502)758-2166,Inc,Ground,12,554.76,6.64,548.12,102,53,49
2022-04-10,Michael,Toys,Dolls,46.23,Justin Dennis,sarahhall@example.net,4920 Gary Mill Apt. 419- West David- SD 41199,001-665-829-6970,Gold,Brown-Miller,Seanfort,(502)758-2166,LLC,Air,77,3559.71,1.31,3558.4,458,269,189
2023-02-05,Martha,Books,Fiction,433.1,Katelyn Morgan,catherineduncan@example.net,2828 Rita Common Apt. 598- North Rebeccaville- VA 47390,(395)261-6223,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Group,Sea,12,5197.200000000001,83.82,5113.380000000001,221,177,44
2023-06-29,NonExistentProduct,Clothing,Shirt,840.19,Kylie Gonzalez,jennifercross@example.org,631 Tom Summit- New Cassieville- CO 42952,(638)985-5540x55541,Silver,Rodriguez- Winters-Perez,Irwinhaven,,Ltd,Sea,58,48731.02,156.8,48574.22,407,110,297
2021-11-25,Pamela,Electronics,Headphones,651.11,Ryan Hernandez,uhunt@example.net,04551 Thompson Avenue- West James- MA 57366,001-806-237-9324x7023,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Ltd,Air,13,8464.43,76.46,8387.970000000001,453,85,368
2022-01-02,NonExistentProduct,Electronics,Camera,InvalidPrice,Connie Chavez,susan89@example.net,863 Moore Estates Suite 147- West Victoriastad- MA 13040,+1-542-887-0385x95951,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Ground,96,62625.600000000006,181.54,62444.060000000005,341,199,142
2022-06-18,Shannon,Home & Garden,Gardening Tools,68.01,Julia Rice,justin98@example.net,9846 Obrien Crest- West Christopherchester- VA 08230,(683)836-9670,Bronze,Gilbert- Miller-Lee,Lake Juanland,,LLC,Air,31,2108.31,6.46,2101.85,142,28,114
2022-07-04,Nathaniel,Electronics,Camera,InvalidPrice,Jeffrey Johnston,asullivan@example.net,961 Mary Road Apt. 030- Mitchellhaven- NV 49363,+1-745-432-9958x994,Gold,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Sea,12,7828.200000000001,187.13,7641.070000000001,69,65,4
2023-02-06,Cynthia,Electronics,Headphones,872.85,Wanda Williams,,0215 Campbell Islands- Harpershire- VT 05648,8412163452,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Group,Air,69,60226.65,151.89,60074.76,413,191,222
2022-03-13,Michael,Toys,Dolls,4623.0,William Thomas PhD,john63@example.org,05064 Avila Fall- Lauriechester- AZ 62628,241.955.0316x695,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Air,91,4206.929999999999,3.19,4203.74,448,1,447
2022-05-21,Wanda,Toys,Educational,99999.99,Donald Patel,bnguyen@example.com,8754 Marsh Stravenue Suite 577- Tonyview- MT 96077,001-373-448-0594,Bronze,Brown-Miller,Seanfort,(502)758-2166,PLC,Air,80,21488.800000000003,28.56,21460.24,348,101,247
2023-03-07,Justin,Electronics,Headphones,660.05,Mr. John Schmitt,melissaboyd@example.net,6005 Davis Roads Suite 713- Steventon- NC 73037,001-321-558-9135x823,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Sea,79,52143.95,192.37,51951.58,385,33,352
2023-02-28,Amy,Home & Garden,Decor,36401.0,Kevin Harris,ybrown@example.com,56617 Young Prairie- Wilsonhaven- MI 60015,245-677-0654x90028,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Ltd,Air,24,8736.24,82.78,8653.46,154,133,21
12-16-2022,Cynthia,Electronics,Headphones,872.85,Victor Edwards,whiteamy@example.net,25985 Weaver Wall Suite 675- Lauraton- KY 24667,(811)544-6717x3356,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Ltd,Ground,40,34914.0,155.98,34758.02,207,162,45
2022-03-31,Shawn,InvalidCategory,Headphones,99999.99,Geoffrey Davidson,amanda54@example.com,6860 Lisa Stravenue- Juanstad- NC 51185,(895)954-8712,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Sea,10,4610.9,127.2,4483.7,87,84,3
04-21-2023,Michael,Toys,Dolls,46.23,Roger Mitchell,howardcarl@example.org,4795 Christina Drive- Bradleyborough- RI 34038,764.380.7097x9502,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,LLC,Ground,31,1433.13,11.74,1421.39,303,95,208
2021-12-01,Robert,InvalidCategory,Mobile,847.43,Michelle Cross,robertmiller@example.net,32240 Wilkerson Alley- Clarkburgh- AL 51668,+1-804-220-9811,Gold,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,LLC,Air,84,71184.12,118.39,71065.73,397,162,235
2023-01-23,Martha,Books,Fiction,433.1,Ethan Williams,lauragray@example.com,0861 Mia Unions Suite 349- Paulmouth- AZ 26835,+1-961-732-3550x99957,Silver,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Inc,Air,70,30317.0,74.0,30243.0,336,313,23
2023-05-07,Anthony,Books,Academic,693.39,Mr. Matthew Reyes,vjohnson@example.com,34174 Stein Ramp- Dennisborough- OR 08350,001-653-800-3542x67813,Silver,Randall-Ballard,Popeport,933.564.7029x6917,Group,Sea,40,27735.6,36.65,27698.95,328,40,288
2021-10-08,Anthony,InvalidCategory,Academic,693.39,Christina Mills,pratttraci@example.org,1014 Jesse Row- Whitehaven- OH 57270,515.485.9941x3237,Silver,White-Sons,West Scott,288-572-7043,LLC,Ground,48,33282.72,143.94,33138.78,66,9,57
2023-05-03,Fred,Books,Academic,0.01,Erin Lewis,barkerkayla@example.net,3996 Ward Gardens Suite 279- Nuneztown- WV 60471,(929)476-3644x8755,Silver,Brown-Miller,Seanfort,(502)758-2166,and Sons,Ground,56,53285.68,89.34,53196.34,78,5,73
12-24-2021,Pamela,Electronics,Headphones,651.11,Aaron Orr,rebecca53@example.net,795 Rowe Ford- Michaelland- AS 95702,001-436-669-1329x44835,Silver,Peck Group,West Lindafurt,,Inc,Ground,36,23439.96,63.24,23376.72,100,32,68
2022-09-16,Katie,Books,Non-fiction,642.11,Katelyn Cox,xwilliams@example.org,281 Rachael View Apt. 665- West Anthony- NV 88371,+1-620-372-4403x2922,Gold,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,and Sons,Ground,76,48800.36,9.64,48790.72,480,133,347
2021-12-27,Shawn,Electronics,Headphones,461.09,Lisa Evans,alexandra77@example.org,69175 Velasquez Stravenue- Port Brookeborough- AL 53022,(233)303-1394x8105,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Group,Ground,73,33659.57,61.12,33598.45,182,32,150
2022-05-03,Kristine,Electronics,Headphones,InvalidPrice,Antonio Short,ronaldpearson@example.net,20193 Michael Cliff Apt. 409- Vazquezberg- CT 31756,572-575-0715,Silver,Campos-Murillo,Lawsontown,822-222-4939,Group,Ground,96,21966.72,30.39,21936.33,147,12,135
2022-11-09,Tammy,Home & Garden,Furniture,431.82,Linda Williams,wball@example.net,4335 Kathryn Mission- West Pamela- IA 55611,8656339763,Bronze,Smith PLC,Lake Candiceton,459-301-8580,LLC,Ground,90,38863.8,70.59,38793.21000000001,492,82,410
2023-08-18,Elizabeth,Clothing,Shirt,840.19,Christina Bowen,okelly@example.net,44613 Moore Summit Suite 315- Cynthiafurt- VT 95609,(907)294-3142x1681,Bronze,White-Sons,West Scott,288-572-7043,LLC,Ground,99,83178.81000000001,75.34,83103.47000000002,310,281,29
2022-05-30,Marvin,Clothing,Shirt,995.13,Lisa Waller,,4643 Lori Neck Apt. 466- Christopherburgh- SD 90121,990.481.8535x23123,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,LLC,Air,71,70654.23,199.44,70454.79,259,229,30
2022-07-28,Marvin,InvalidCategory,Shirt,995.13,Bryan Zimmerman,luis29@example.net,Unit 7991 Box 7435- DPO AP 33284,(707)691-6106,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,LLC,Air,24,23883.12,182.87,23700.25,480,251,229
2022-03-26,Robert,Electronics,Mobile,847.43,Dean Carter,grant68@example.com,483 Tammy Street Suite 851- New Joyce- AZ 52982,(323)335-6340x384,Bronze,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Ltd,Air,9,7626.87,127.28,7499.59,294,207,87
2023-01-30,Fred,Books,Academic,951.53,Ricardo Pruitt,scott19@example.org,2869 Stephanie Summit Suite 923- Port Jake- DE 08575,+1-259-786-5606x0803,Gold,Smith PLC,Lake Candiceton,459-301-8580,Inc,Air,31,29497.43,12.08,29485.35,217,130,87
03-11-2023,Martha,Books,Fiction,43310.0,James Palmer,jensensarah@example.org,3881 Cheryl Track- Lake Baileyhaven- WV 19564,792-710-5477x2666,Silver,Randall-Ballard,Popeport,933.564.7029x6917,Inc,Air,50,21655.0,51.26,21603.74,446,60,386
2022-02-16,Kristine,Electronics,Headphones,228.82,Jose Gutierrez,melanie52@example.com,839 Holly Flat- New Andreamouth- MP 18838,(915)975-7600x446,Silver,Brown-Miller,Seanfort,(502)758-2166,Inc,Sea,50,11441.0,44.61,11396.39,378,249,129
2022-09-04,Elizabeth,Clothing,Shirt,84019.0,Kristin Nguyen,tbell@example.com,5418 Lopez Cove Suite 586- Fullerview- NV 47951,(721)786-0450x78072,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,Ltd,Sea,67,56292.73,180.43,56112.3,181,51,130
2023-05-06,Pamela,Electronics,Headphones,651.11,Felicia Hernandez,tlewis@example.net,006 Suzanne Springs Apt. 373- New Kristy- RI 89479,+1-453-379-6485x086,Gold,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Inc,Ground,18,11719.98,52.18,11667.8,171,79,92
09-26-2023,Martha,Books,Fiction,0.01,John Kelly,rickoliver@example.com,6914 Gary Path Suite 455- Rossville- TN 00594,+1-431-990-9563x28708,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Ltd,Ground,97,42010.7,52.73,41957.97,380,137,243
2022-02-05,Jamie,Books,Fiction,InvalidPrice,Becky Jones,andrewsbrandy@example.com,8291 Lauren Highway- Simmonschester- MS 71346,001-950-529-8902x0349,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Sea,35,32560.5,191.09,32369.41,255,30,225
2022-12-26,Cynthia,Electronics,Headphones,0.01,David Krueger,tmullins@example.net,511 Kristen Dale Apt. 668- Austinbury- PR 28338,001-377-601-7661x32781,Silver,King-Rodriguez,South Lindatown,7724600682,LLC,Sea,93,81175.05,39.67,81135.38,76,12,64
2023-09-09,Justin,Electronics,Headphones,660.05,Jeffrey Stevens,kimjonathan@example.net,43071 Montes Lodge- North Gary- AL 95946,417-878-2632,Bronze,Brown-Miller,Seanfort,(502)758-2166,PLC,Ground,26,17161.3,178.4,16982.899999999998,373,192,181
2023-07-22,Katie,Books,Non-fiction,642.11,Charlene Larson,cynthiabrowning@example.org,736 Garcia Place- Jasonfurt- NE 89164,+1-787-215-1998x772,Gold,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,and Sons,Sea,43,27610.73,97.44,27513.29,447,233,214
2022-11-10,Angela,Toys,Action Figures,386.57,John Crawford,xfox@example.com,49955 Carter Course- Lisafurt- DE 21121,515.767.7772x94774,Gold,Higgins-Sons,West Johnbury,230-568-4141,Ltd,Ground,17,6571.69,50.88,6520.81,408,246,162
2021-10-07,Anthony,Books,Academic,693.39,Monica Allen,suzanneperez@example.org,5686 Catherine Islands Suite 814- Michaelmouth- NV 72296,964-726-0467x773,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,LLC,Ground,16,11094.24,61.84,11032.4,209,132,77
2023-02-21,Cynthia,InvalidCategory,Headphones,InvalidPrice,Kristi Leon,rileycaleb@example.org,426 Jessica Mall Suite 660- Thompsonmouth- FM 01613,302.645.9693,Gold,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,Group,Ground,55,48006.75,67.43,47939.32,449,291,158
2023-03-03,Nathaniel,Electronics,Camera,652.35,James Johnson,stephenmolina@example.net,5003 Michelle Falls Apt. 395- Port Carol- OH 92166,836-715-7578x93880,Silver,White-Sons,West Scott,288-572-7043,PLC,Air,68,44359.8,19.11,44340.69,100,84,16
2022-07-02,Anthony,Books,Academic,InvalidPrice,Bryan Todd,kimberlylutz@example.com,USCGC Cole- FPO AP 05176,+1-644-513-6218x894,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,12,8320.68,165.94,8154.740000000001,142,84,58
10-21-2022,Katie,Books,Non-fiction,642.11,Dan Moore,heidi55@example.net,USNS Perry- FPO AE 77546,6958295865,Gold,Mathis- Olson-Ryan,Herreraland,,LLC,Air,36,23115.96,30.03,23085.93,280,100,180
2022-02-06,NonExistentProduct,Books,Academic,951.53,Rebecca Phillips,,076 Ann Flats Suite 281- Wrightshire- OK 14416,815.316.0519,Silver,King-Rodriguez,South Lindatown,7724600682,PLC,Sea,79,75170.87,24.26,75146.61,337,190,147
2023-02-17,NonExistentProduct,Electronics,Mobile,847.43,Barry Chan,lsingleton@example.com,459 Nathan Loop Suite 926- Johnsonborough- RI 17010,8183935398,Bronze,Randall-Ballard,Popeport,,LLC,Air,67,56777.81,10.92,56766.89,421,47,374
2022-07-30,Angela,Toys,Action Figures,386.57,Pamela Ruiz,alicia20@example.net,332 Davis Rest Suite 588- Port Lynn- CO 57695,976.389.9466,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Sea,73,28219.61,16.49,28203.12,63,46,17
2022-02-19,Katie,InvalidCategory,Non-fiction,642.11,Heather Dean,rachaeldixon@example.net,8436 Lucas Loop- Johnchester- SC 17803,001-690-959-3555x5007,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Ground,13,8347.43,109.75,8237.68,453,68,385
2022-02-07,Shannon,Home & Garden,Gardening Tools,68.01,James Cole,,2090 Carol Mews- Patelberg- NC 60442,001-917-954-9277,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,LLC,Air,21,1428.21,9.79,1418.42,140,4,136
2022-04-10,Kristine,Electronics,Headphones,99999.99,Taylor Lewis,chaneyjonathan@example.net,31274 Anthony Ranch Apt. 139- South Jacobhaven- NH 29261,6599735308,Gold,Smith PLC,Lake Candiceton,459-301-8580,Inc,Air,6,1372.92,26.61,1346.3100000000002,232,64,168
2023-07-24,NonExistentProduct,Books,Academic,693.39,Kristen Mckinney,ulee@example.net,3996 Teresa Mountain Suite 890- Bowmanport- MD 46399,(675)945-1776x796,Bronze,Gilbert- Miller-Lee,Lake Juanland,,Ltd,Sea,52,36056.28,163.47,35892.81,107,51,56
2023-08-24,Angela,Toys,Action Figures,386.57,Bradley Smith,garciashawn@example.com,Unit 6079 Box 2184- DPO AP 21061,(449)651-5198x65597,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Ground,87,33631.59,88.77,33542.82,401,359,42
2023-07-01,Shawn,Electronics,Headphones,46109.0,Michele Smith,lindatanner@example.org,9733 David Port Suite 124- Longmouth- MA 75159,(388)680-7596x3019,Silver,Campos-Murillo,Lawsontown,822-222-4939,and Sons,Ground,84,38731.56,101.67,38629.89,287,272,15
2022-04-08,Robert,Electronics,Mobile,847.43,Sandra Romero,tmorales@example.net,USS Pacheco- FPO AE 18916,456.629.9467x839,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Air,26,22033.18,182.18,21851.0,174,7,167
2023-03-11,Justin,Electronics,Headphones,660.05,Shawn Green,burtonmichael@example.net,500 Baker Plains- Gabrielfurt- PW 46453,(762)352-2196,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,Group,Sea,10,6600.5,30.95,6569.55,67,36,31
2022-07-12,Amy,Home & Garden,Decor,99999.99,Nicholas Smith,samuelpruitt@example.com,644 Avila Ferry- Danielhaven- NJ 86012,742.859.7054x72369,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,Inc,Sea,37,13468.37,75.75,13392.62,168,97,71
2022-11-02,Robert,Electronics,Mobile,847.43,Brandon Young,,PSC 8490- Box 9669- APO AA 95271,889.384.3743,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Sea,67,56777.81,104.73,56673.08,214,113,101
08-24-2023,NonExistentProduct,Books,Fiction,433.1,Carly Jensen,frankrobinson@example.com,1666 Hobbs Springs Apt. 223- Deanland- OH 08061,(220)513-3565,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Ground,11,4764.1,84.34,4679.76,100,35,65
11-05-2022,Angela,Toys,Action Figures,386.57,Jennifer Gaines,shawn16@example.net,07622 Christopher Springs Apt. 528- Allisontown- CO 89217,(817)368-9615,Silver,White-Sons,West Scott,288-572-7043,Inc,Air,84,32471.88,25.35,32446.53,142,138,4
2021-11-24,Amy,Home & Garden,Decor,InvalidPrice,Joseph Jackson,pthomas@example.org,58986 Moore Meadow- West Bruce- MH 59844,001-955-871-5434x3879,Silver,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Sea,9,3276.09,35.21,3240.88,245,25,220
2022-01-07,Shannon,Home & Garden,Gardening Tools,68.01,Benjamin Curry,sharon36@example.org,276 Lisa Port Suite 883- East William- AK 79331,242-495-7703,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Air,31,2108.31,14.62,2093.69,316,37,279
2023-08-07,Fred,Books,Academic,951.53,Jeremy Clark,ralphpadilla@example.org,4215 Harris Mountain Suite 023- North Megan- ME 95092,001-656-543-5642,Gold,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Ltd,Ground,42,39964.26,170.97,39793.29,435,77,358
